Date,Open,High,Low,Close,Adj Close,Volume
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,222.66000366210938,44587100
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,222.77000427246094,37498200
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,222.5,36766600
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,216.32000732421875,59357400
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,216.7899932861328,45519300
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,220.69000244140625,59894900
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,228.8699951171875,66781300
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,228.1999969482422,318679900
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,226.47000122070312,54097700
